payment_id,order_id,method,amount_copper,status,paid_at
PAY-022915,ORD-019946,coin,4973,success,2025-03-05T11:11:12Z
PAY-022916,ORD-019947,barter,10178,success,2025-03-05T12:54:48Z
PAY-022917,ORD-019948,guild_credit,2417,success,2025-03-05 18:16:29
PAY-022918,ORD-019948,coin,2456,success,2025-03-05 18:47:29
PAY-022919,ORD-019949,barter,4793,success,2025-03-05 11:50:47
PAY-022920,ORD-019950,coin,3931,success,2025-03-05 19:04:46
PAY-022921,ORD-019951,crystal_transfer,9914,success,2025-03-05 08:55:54
PAY-022922,ORD-019952,barter,7863,success,2025-03-05T16:13:35Z
PAY-022923,ORD-019953,crystal_transfer,7002,success,2025-03-05 10:33:38
PAY-022924,ORD-019954,coin,1300,success,2025-03-05T12:41:41Z
PAY-022925,ORD-019955,guild_credit,4833,success,2025-03-05T13:29:28Z
PAY-022926,ORD-019956,guild_credit,5517,success,2025-03-05 09:28:07
PAY-022927,ORD-019957,guild_credit,898,success,2025-03-05 10:28:56
PAY-022928,ORD-019958,coin,2812,success,2025-03-05 10:56:04
PAY-022929,ORD-019959,coin,3571,success,2025-03-05T14:52:11Z
PAY-022930,ORD-019960,coin,4880,success,2025-03-05T11:54:41Z
PAY-022931,ORD-019961,coin,3930,success,2025-03-05 17:46:57
PAY-022932,ORD-019962,coin,2674,success,2025-03-05 13:50:23
PAY-022933,ORD-019963,coin,6036,success,2025-03-05T09:39:48Z
PAY-022934,ORD-019964,coin,3796,success,2025-03-05T10:49:37Z
PAY-022935,ORD-019965,coin,99,success,2025-03-05 14:23:07
PAY-022936,ORD-019966,barter,2526,success,2025-03-05 15:29:42
PAY-022937,ORD-019967,coin,8842,success,2025-03-05 15:13:20
PAY-022938,ORD-019968,guild_credit,5958,success,2025-03-05T12:24:14Z
PAY-022939,ORD-019969,guild_credit,16186,success,2025-03-05T14:17:21Z
PAY-022940,ORD-019970,crystal_transfer,11283,success,2025-03-05 13:27:53
PAY-022941,ORD-019971,coin,8664,success,2025-03-05 15:35:29
PAY-022942,ORD-019972,coin,2214,success,2025-03-05T14:16:11Z
PAY-022943,ORD-019973,crystal_transfer,6098,success,2025-03-05T11:00:10Z
PAY-022944,ORD-019974,barter,3450,success,2025-03-05 16:20:16
PAY-022945,ORD-019975,guild_credit,6029,success,2025-03-05 14:37:08
PAY-022946,ORD-019976,barter,6154,success,2025-03-05 09:35:03
PAY-022947,ORD-019977,guild_credit,2871,success,2025-03-05 10:45:40
PAY-022948,ORD-019978,crystal_transfer,1666,success,2025-03-05 18:16:01
PAY-022949,ORD-019979,coin,1263,success,2025-03-05T18:28:41Z
PAY-022950,ORD-019980,guild_credit,2513,success,2025-03-05T18:43:37Z
PAY-022951,ORD-019980,coin,2525,success,2025-03-05T19:06:37Z
PAY-022952,ORD-019981,crystal_transfer,2510,success,2025-03-05T16:34:10Z
PAY-022953,ORD-019982,crystal_transfer,9255,success,2025-03-05T18:06:40Z
PAY-022954,ORD-019983,coin,2427,success,2025-03-05 14:54:05
PAY-022955,ORD-019983,coin,2427,refunded,2025-03-17T01:16:05Z
PAY-022956,ORD-019984,coin,4714,success,2025-03-05 18:31:34
PAY-022957,ORD-019985,barter,2717,success,2025-03-05 16:17:49
PAY-022958,ORD-019986,coin,5249,failed,2025-03-05T16:28:25Z
PAY-022959,ORD-019986,coin,5249,success,2025-03-05T16:45:25Z
PAY-022960,ORD-019987,guild_credit,3600,success,2025-03-05T12:57:43Z
PAY-022961,ORD-019987,guild_credit,3600,refunded,2025-03-11T23:02:43Z
PAY-022962,ORD-019988,crystal_transfer,6274,success,2025-03-05 11:56:45
PAY-022963,ORD-019989,coin,5113,failed,2025-03-05T14:50:54Z
PAY-022964,ORD-019989,coin,5113,success,2025-03-05T15:07:54Z
PAY-022965,ORD-019990,guild_credit,8479,success,2025-03-05T16:54:24Z
PAY-022966,ORD-019991,coin,1936,success,2025-03-05 13:58:05
PAY-022967,ORD-019991,guild_credit,1778,success,2025-03-05T14:17:05Z
PAY-022968,ORD-019992,guild_credit,9349,success,2025-03-05T10:04:04Z
PAY-022969,ORD-019992,guild_credit,9349,refunded,2025-03-12T12:49:04Z
PAY-022970,ORD-019993,coin,2636,success,2025-03-05 13:53:52
PAY-022971,ORD-019994,coin,1845,success,2025-03-05T11:24:07Z
PAY-022972,ORD-019995,coin,2070,success,2025-03-05 13:07:30
PAY-022973,ORD-019996,crystal_transfer,2848,success,2025-03-05 11:56:23
PAY-022974,ORD-019997,barter,4159,success,2025-03-05 10:12:22
PAY-022975,ORD-019998,guild_credit,2361,success,2025-03-05 16:27:30
PAY-022976,ORD-019999,coin,4828,success,2025-03-05T13:50:01Z
PAY-022977,ORD-020000,crystal_transfer,0,success,2025-03-05T11:15:53Z
PAY-022978,ORD-020001,guild_credit,2946,success,2025-03-05 11:52:57
PAY-022979,ORD-020002,coin,476,success,2025-03-05T16:59:20Z
PAY-022980,ORD-020003,coin,1371,success,2025-03-05 13:14:35
PAY-022981,ORD-020004,crystal_transfer,990,success,2025-03-05T15:47:45Z
PAY-022982,ORD-020005,guild_credit,12799,success,2025-03-05T10:04:21Z
PAY-022983,ORD-020006,guild_credit,4689,success,2025-03-05T12:26:10Z
PAY-022984,ORD-020008,guild_credit,1718,success,2025-03-05 16:27:36
PAY-022985,ORD-020009,crystal_transfer,493,success,2025-03-05T14:50:16Z
PAY-022986,ORD-020010,guild_credit,1532,success,2025-03-05T12:36:14Z
PAY-022987,ORD-020011,crystal_transfer,1316,success,2025-03-05 11:35:52
PAY-022988,ORD-020012,crystal_transfer,8381,success,2025-03-06T13:34:57Z
PAY-022989,ORD-020013,coin,177,success,2025-03-06T11:39:27Z
PAY-022990,ORD-020014,barter,2872,success,2025-03-06T16:19:38Z
PAY-022991,ORD-020015,crystal_transfer,13592,success,2025-03-06T13:22:07Z
PAY-022992,ORD-020016,crystal_transfer,10558,success,2025-03-06T09:45:24Z
PAY-022993,ORD-020016,crystal_transfer,10558,refunded,2025-03-12 14:36:24
PAY-022994,ORD-020017,coin,3494,success,2025-03-06T18:10:42Z
PAY-022995,ORD-020018,guild_credit,5275,success,2025-03-06T10:16:34Z
PAY-022996,ORD-020019,guild_credit,3279,success,2025-03-06T16:01:23Z
PAY-022997,ORD-020020,crystal_transfer,3343,success,2025-03-06T11:58:21Z
PAY-022998,ORD-020021,crystal_transfer,2185,success,2025-03-06T14:25:20Z
PAY-022999,ORD-020022,coin,1975,success,2025-03-06T16:31:53Z
PAY-023000,ORD-020022,coin,1826,success,2025-03-06T16:41:53Z
PAY-023001,ORD-020023,guild_credit,10845,success,2025-03-06 15:44:35
PAY-023002,ORD-020024,coin,4878,success,2025-03-06T12:12:19Z
PAY-023003,ORD-020024,coin,4878,refunded,2025-03-10T15:26:19Z
PAY-023004,ORD-020025,coin,7497,success,2025-03-06T15:39:32Z
PAY-023005,ORD-020026,barter,7841,success,2025-03-06T12:16:57Z
PAY-023006,ORD-020027,barter,8962,success,2025-03-06 17:36:27
PAY-023007,ORD-020028,coin,273,success,2025-03-06T13:41:59Z
PAY-023008,ORD-020029,barter,10120,failed,2025-03-06 08:23:33
PAY-023009,ORD-020029,barter,10120,success,2025-03-06T08:28:33Z
PAY-023010,ORD-020030,guild_credit,6686,success,2025-03-06T09:33:15Z
PAY-023011,ORD-020032,coin,7374,success,2025-03-06T13:21:20Z
PAY-023012,ORD-020033,guild_credit,2968,success,2025-03-06T12:39:15Z
PAY-023013,ORD-020034,guild_credit,1805,failed,2025-03-06T13:52:36Z
PAY-023014,ORD-020035,coin,3851,success,2025-03-06T11:20:17Z
PAY-023015,ORD-020036,barter,4148,success,2025-03-06T15:22:35Z
PAY-023016,ORD-020036,barter,4148,refunded,2025-03-13T18:49:35Z
PAY-023017,ORD-020037,coin,4672,success,2025-03-06T13:50:13Z
PAY-023018,ORD-020038,coin,2698,success,2025-03-06T08:26:30Z
PAY-023019,ORD-020039,crystal_transfer,4596,success,2025-03-06 13:08:23
PAY-023020,ORD-020040,coin,6939,success,2025-03-06T11:42:42Z
PAY-023021,ORD-020041,coin,490,failed,2025-03-06T10:59:46Z
PAY-023022,ORD-020041,coin,490,success,2025-03-06T11:21:46Z
PAY-023023,ORD-020042,coin,3101,success,2025-03-06 16:12:23
PAY-023024,ORD-020043,crystal_transfer,6339,success,2025-03-06T16:00:02Z
PAY-023025,ORD-020044,coin,8402,success,2025-03-06T08:12:00Z
PAY-023026,ORD-020044,coin,8402,refunded,2025-03-16T03:31:00Z
PAY-023027,ORD-020045,coin,679,success,2025-03-06 09:17:06
PAY-023028,ORD-020045,guild_credit,749,success,2025-03-06T09:31:06Z
PAY-023029,ORD-020046,coin,6238,success,2025-03-06T14:39:18Z
PAY-023030,ORD-020047,barter,6328,success,2025-03-06 13:16:00
PAY-023031,ORD-020048,guild_credit,6405,success,2025-03-06 15:23:12
PAY-023032,ORD-020049,crystal_transfer,3689,success,2025-03-06T11:48:46Z
PAY-023033,ORD-020050,barter,1860,failed,2025-03-06T12:14:20Z
PAY-023034,ORD-020050,barter,1860,success,2025-03-06 12:24:20
PAY-023035,ORD-020051,coin,569,success,2025-03-06 11:35:43
PAY-023036,ORD-020052,coin,5295,success,2025-03-06T09:05:25Z
PAY-023037,ORD-020053,coin,2610,success,2025-03-06T10:41:28Z
PAY-023038,ORD-020054,coin,6175,success,2025-03-06T08:38:20Z
PAY-023039,ORD-020055,crystal_transfer,2832,success,2025-03-06T11:35:31Z
PAY-023040,ORD-020056,barter,7635,success,2025-03-06T14:34:50Z
PAY-023041,ORD-020057,guild_credit,8068,success,2025-03-06T11:47:13Z
PAY-023042,ORD-020058,guild_credit,2262,success,2025-03-06T14:11:50Z
PAY-023043,ORD-020059,guild_credit,3988,success,2025-03-06T11:00:56Z
PAY-023044,ORD-020060,coin,900,success,2025-03-06 12:08:49
PAY-023045,ORD-020061,coin,9202,success,2025-03-06T09:39:26Z
PAY-023046,ORD-020062,guild_credit,6788,success,2025-03-06 17:11:35
PAY-023047,ORD-020063,guild_credit,9790,success,2025-03-06 11:09:21
PAY-023048,ORD-020064,coin,2030,success,2025-03-06T13:46:47Z
PAY-023049,ORD-020065,crystal_transfer,1179,success,2025-03-06T11:10:15Z
PAY-023050,ORD-020066,guild_credit,1762,success,2025-03-06T10:28:11Z
PAY-023051,ORD-020067,barter,2170,success,2025-03-06T14:25:34Z
PAY-023052,ORD-020067,crystal_transfer,2078,success,2025-03-06 14:43:34
PAY-023053,ORD-020068,barter,313,success,2025-03-06 13:51:51
PAY-023054,ORD-020068,crystal_transfer,357,success,2025-03-06T14:13:51Z
PAY-023055,ORD-020069,crystal_transfer,4782,success,2025-03-06 16:02:23
PAY-023056,ORD-020070,crystal_transfer,3772,success,2025-03-06T15:44:31Z
PAY-023057,ORD-020071,coin,6768,success,2025-03-06T12:45:48Z
PAY-023058,ORD-020072,guild_credit,5636,success,2025-03-06T15:27:55Z
PAY-023059,ORD-020073,crystal_transfer,4832,success,2025-03-06T11:16:34Z
PAY-023060,ORD-020074,guild_credit,1785,success,2025-03-06 14:38:19
PAY-023061,ORD-020074,crystal_transfer,1698,success,2025-03-06T15:06:19Z
PAY-023062,ORD-020075,guild_credit,8702,success,2025-03-06T15:07:21Z
PAY-023063,ORD-020076,barter,1384,success,2025-03-06 14:34:10
PAY-023064,ORD-020077,coin,6252,failed,2025-03-06 13:31:44
PAY-023065,ORD-020078,guild_credit,5369,success,2025-03-06T14:19:27Z
PAY-023066,ORD-020079,barter,6880,success,2025-03-06 13:13:23
PAY-023067,ORD-020080,coin,4727,success,2025-03-06 14:35:30
PAY-023068,ORD-020081,coin,5915,success,2025-03-06 12:58:00
PAY-023069,ORD-020082,coin,5163,success,2025-03-06 14:22:00
PAY-023070,ORD-020083,guild_credit,2966,success,2025-03-06T14:58:51Z
PAY-023071,ORD-020084,crystal_transfer,1276,success,2025-03-06T12:26:10Z
PAY-023072,ORD-020085,coin,9068,success,2025-03-06T16:47:00Z
PAY-023073,ORD-020086,guild_credit,4130,success,2025-03-06T10:53:03Z
PAY-023074,ORD-020087,barter,4008,success,2025-03-06 12:01:12
PAY-023075,ORD-020088,guild_credit,11076,success,2025-03-06T13:11:52Z
PAY-023076,ORD-020089,coin,2934,success,2025-03-06T14:09:13Z
PAY-023077,ORD-020090,coin,675,success,2025-03-06T14:42:51Z
PAY-023078,ORD-020091,coin,570,success,2025-03-06T11:05:10Z
PAY-023079,ORD-020092,crystal_transfer,3281,success,2025-03-06T18:17:43Z
PAY-023080,ORD-020092,coin,3227,success,2025-03-06T18:40:43Z
PAY-023081,ORD-020093,coin,545,success,2025-03-06T12:24:33Z
PAY-023082,ORD-020094,crystal_transfer,671,failed,2025-03-06 16:42:36
PAY-023083,ORD-020095,barter,5462,success,2025-03-06T16:12:31Z
PAY-023084,ORD-020096,crystal_transfer,1472,success,2025-03-06T13:20:06Z
PAY-023085,ORD-020097,crystal_transfer,3950,success,2025-03-07T16:37:43Z
PAY-023086,ORD-020098,coin,763,success,2025-03-07T12:43:42Z
PAY-023087,ORD-020098,coin,723,success,2025-03-07 12:49:42
PAY-023088,ORD-020099,coin,11308,success,2025-03-07T09:43:33Z
PAY-023089,ORD-020100,coin,11039,success,2025-03-07 14:48:52
PAY-023090,ORD-020101,guild_credit,574,success,2025-03-07T16:44:54Z
PAY-023091,ORD-020102,crystal_transfer,823,success,2025-03-07 14:11:04
PAY-023092,ORD-020102,guild_credit,720,success,2025-03-07 14:24:04
PAY-023093,ORD-020103,coin,1309,success,2025-03-07T11:53:13Z
PAY-023094,ORD-020104,coin,5192,success,2025-03-07T14:20:56Z
PAY-023095,ORD-020104,coin,5124,success,2025-03-07 14:30:56
PAY-023096,ORD-020105,coin,4059,success,2025-03-07T15:35:00Z
PAY-023097,ORD-020106,guild_credit,7566,failed,2025-03-07 14:28:01
PAY-023098,ORD-020106,guild_credit,7566,success,2025-03-07 14:47:01
PAY-023099,ORD-020107,guild_credit,3746,success,2025-03-07 15:58:00
PAY-023100,ORD-020107,guild_credit,3746,refunded,2025-03-14T17:38:00Z
PAY-023101,ORD-020108,guild_credit,6073,success,2025-03-07 11:59:44
PAY-023102,ORD-020109,guild_credit,1544,success,2025-03-07T12:00:12Z
PAY-023103,ORD-020110,barter,2877,failed,2025-03-07T15:56:39Z
PAY-023104,ORD-020110,barter,2877,success,2025-03-07 16:16:39
PAY-023105,ORD-020111,coin,5821,success,2025-03-07 15:19:17
PAY-023106,ORD-020112,crystal_transfer,791,success,2025-03-07 14:38:24
PAY-023107,ORD-020113,guild_credit,4194,success,2025-03-07T19:03:35Z
PAY-023108,ORD-020114,coin,3297,failed,2025-03-07T17:15:07Z
PAY-023109,ORD-020114,coin,3297,success,2025-03-07T17:30:07Z
PAY-023110,ORD-020115,coin,976,success,2025-03-07 13:14:53
PAY-023111,ORD-020116,guild_credit,4392,success,2025-03-07T17:40:57Z
PAY-023112,ORD-020117,barter,4221,success,2025-03-07T09:53:05Z
PAY-023113,ORD-020118,coin,4391,success,2025-03-07 12:19:08
PAY-023114,ORD-020119,coin,1754,success,2025-03-07T17:20:11Z
PAY-023115,ORD-020120,barter,9585,success,2025-03-07 18:22:14
PAY-023116,ORD-020121,guild_credit,3195,success,2025-03-07T13:24:19Z
PAY-023117,ORD-020122,coin,2419,failed,2025-03-07 16:14:12
PAY-023118,ORD-020123,guild_credit,4806,success,2025-03-07T17:27:17Z
PAY-023119,ORD-020124,coin,2122,success,2025-03-07T13:27:56Z
PAY-023120,ORD-020125,coin,100,success,2025-03-07 13:08:32
PAY-023121,ORD-020126,coin,165,success,2025-03-07 12:37:26
PAY-023122,ORD-020127,crystal_transfer,1552,failed,2025-03-07 12:56:10
PAY-023123,ORD-020127,crystal_transfer,1552,success,2025-03-07 13:13:10
PAY-023124,ORD-020128,coin,2052,success,2025-03-07T10:17:40Z
PAY-023125,ORD-020129,crystal_transfer,1721,success,2025-03-07 17:09:10
PAY-023126,ORD-020129,crystal_transfer,1682,success,2025-03-07T17:27:10Z
PAY-023127,ORD-020130,barter,2107,success,2025-03-07T14:54:47Z
PAY-023128,ORD-020131,crystal_transfer,6059,success,2025-03-07T13:51:51Z
PAY-023129,ORD-020132,barter,4177,success,2025-03-07T14:45:20Z
PAY-023130,ORD-020133,guild_credit,6511,success,2025-03-07T16:33:28Z
PAY-023131,ORD-020134,coin,1142,success,2025-03-07T12:58:36Z
PAY-023132,ORD-020135,coin,5938,success,2025-03-07 13:37:28
PAY-023133,ORD-020136,coin,4427,success,2025-03-07 17:00:43
PAY-023134,ORD-020137,coin,4214,success,2025-03-07 13:35:48
PAY-023135,ORD-020138,coin,1893,success,2025-03-07T15:15:02Z
PAY-023136,ORD-020138,barter,1802,success,2025-03-07T15:25:02Z
PAY-023137,ORD-020138,coin,3695,refunded,2025-03-17T01:46:02Z
PAY-023138,ORD-020139,guild_credit,3883,success,2025-03-07 14:50:38
PAY-023139,ORD-020139,guild_credit,3956,success,2025-03-07T15:12:38Z
PAY-023140,ORD-020141,coin,6565,success,2025-03-07T12:29:12Z
PAY-023141,ORD-020142,coin,5353,success,2025-03-07 16:39:30
PAY-023142,ORD-020143,coin,7016,success,2025-03-07T08:49:35Z
PAY-023143,ORD-020144,barter,976,success,2025-03-07T15:35:45Z
PAY-023144,ORD-020145,guild_credit,4417,success,2025-03-07T14:53:32Z
PAY-023145,ORD-020146,coin,8359,success,2025-03-07T11:37:40Z
PAY-023146,ORD-020147,coin,3146,success,2025-03-07T12:30:45Z
PAY-023147,ORD-020148,crystal_transfer,2883,success,2025-03-07 13:25:50
PAY-023148,ORD-020148,coin,2839,success,2025-03-07T13:36:50Z
PAY-023149,ORD-020149,guild_credit,5085,success,2025-03-07T13:22:12Z
PAY-023150,ORD-020150,crystal_transfer,2156,success,2025-03-07T14:28:40Z
PAY-023151,ORD-020150,crystal_transfer,1956,success,2025-03-07T14:37:40Z
PAY-023152,ORD-020151,crystal_transfer,4637,success,2025-03-07T13:55:11Z
PAY-023153,ORD-020152,crystal_transfer,2179,success,2025-03-07T10:10:15Z
PAY-023154,ORD-020153,crystal_transfer,7743,success,2025-03-07T15:00:38Z
PAY-023155,ORD-020154,crystal_transfer,7394,success,2025-03-07T16:22:43Z
PAY-023156,ORD-020155,coin,279,success,2025-03-07T12:27:30Z
PAY-023157,ORD-020156,crystal_transfer,2978,success,2025-03-07T12:12:17Z
PAY-023158,ORD-020157,guild_credit,1190,success,2025-03-07 10:22:43
PAY-023159,ORD-020157,guild_credit,1190,refunded,2025-03-10T11:10:43Z
PAY-023160,ORD-020158,guild_credit,3366,success,2025-03-07T12:49:04Z
PAY-023161,ORD-020159,guild_credit,7520,success,2025-03-07 18:00:40
PAY-023162,ORD-020160,crystal_transfer,2156,success,2025-03-07T17:54:42Z
PAY-023163,ORD-020160,coin,2255,success,2025-03-07T18:19:42Z
PAY-023164,ORD-020161,crystal_transfer,3076,success,2025-03-07T14:27:42Z
PAY-023165,ORD-020162,guild_credit,793,success,2025-03-07T16:46:56Z
PAY-023166,ORD-020163,coin,5484,success,2025-03-07T10:51:49Z
PAY-023167,ORD-020164,coin,2555,success,2025-03-07 12:53:22
PAY-023168,ORD-020165,barter,5926,success,2025-03-07 12:09:08
PAY-023169,ORD-020166,guild_credit,1547,success,2025-03-07 15:43:38
PAY-023170,ORD-020167,coin,3195,success,2025-03-07T09:43:49Z
PAY-023171,ORD-020168,coin,1820,success,2025-03-07T10:34:09Z
PAY-023172,ORD-020169,crystal_transfer,6286,success,2025-03-07 17:52:46
PAY-023173,ORD-020169,crystal_transfer,6286,refunded,2025-03-12T01:56:46Z
PAY-023174,ORD-020170,crystal_transfer,2877,success,2025-03-07T19:39:24Z
PAY-023175,ORD-020171,guild_credit,5121,success,2025-03-07 12:35:58
PAY-023176,ORD-020172,guild_credit,3037,success,2025-03-07 13:46:10
PAY-023177,ORD-020173,crystal_transfer,4276,success,2025-03-07 13:06:41
PAY-023178,ORD-020174,guild_credit,4030,success,2025-03-07T13:01:34Z
PAY-023179,ORD-020175,crystal_transfer,3517,success,2025-03-07T10:22:00Z
PAY-023180,ORD-020176,guild_credit,4461,success,2025-03-07 14:21:58
PAY-023181,ORD-020177,coin,5095,success,2025-03-07T16:47:07Z
PAY-023182,ORD-020178,barter,10063,success,2025-03-07T12:56:23Z
PAY-023183,ORD-020179,barter,6385,success,2025-03-07T18:24:23Z
PAY-023184,ORD-020180,crystal_transfer,1774,success,2025-03-07T14:10:07Z
PAY-023185,ORD-020181,guild_credit,6803,success,2025-03-07 13:56:24
PAY-023186,ORD-020182,barter,1386,failed,2025-03-07 10:31:35
PAY-023187,ORD-020182,barter,1386,success,2025-03-07T10:38:35Z
PAY-023188,ORD-020183,coin,8777,success,2025-03-07T13:24:03Z
PAY-023189,ORD-020184,coin,7575,success,2025-03-07T15:19:30Z
PAY-023190,ORD-020185,crystal_transfer,4721,success,2025-03-07T12:00:43Z
PAY-023191,ORD-020186,guild_credit,9570,success,2025-03-07T12:15:43Z
PAY-023192,ORD-020186,crystal_transfer,9609,success,2025-03-07T12:29:43Z
PAY-023193,ORD-020187,coin,1247,success,2025-03-08T19:03:25Z
PAY-023194,ORD-020188,coin,5134,success,2025-03-08T13:07:11Z
PAY-023195,ORD-020189,coin,2173,success,2025-03-08T13:12:50Z
PAY-023196,ORD-020190,crystal_transfer,2623,success,2025-03-08 11:18:03
PAY-023197,ORD-020191,coin,9858,success,2025-03-08 15:59:07
PAY-023198,ORD-020192,coin,1968,failed,2025-03-08 12:18:05
PAY-023199,ORD-020193,barter,4503,success,2025-03-08 11:30:06
PAY-023200,ORD-020193,crystal_transfer,4463,success,2025-03-08 11:57:06
PAY-023201,ORD-020194,coin,2067,success,2025-03-08 14:53:22
PAY-023202,ORD-020195,coin,5808,success,2025-03-08 16:53:57
PAY-023203,ORD-020196,guild_credit,2407,success,2025-03-08T15:46:36Z
PAY-023204,ORD-020197,barter,5137,success,2025-03-08T09:41:09Z
PAY-023205,ORD-020198,barter,7233,success,2025-03-08 13:07:16
PAY-023206,ORD-020199,coin,1579,success,2025-03-08T09:23:34Z
PAY-023207,ORD-020199,guild_credit,1483,success,2025-03-08 09:41:34
PAY-023208,ORD-020200,coin,2984,success,2025-03-08T17:34:13Z
PAY-023209,ORD-020201,guild_credit,1538,success,2025-03-08 16:06:33
PAY-023210,ORD-020202,crystal_transfer,681,success,2025-03-08T16:33:49Z
PAY-023211,ORD-020202,crystal_transfer,689,success,2025-03-08 16:52:49
PAY-023212,ORD-020203,coin,5069,success,2025-03-08T13:35:49Z
PAY-023213,ORD-020204,coin,12486,success,2025-03-08T16:50:35Z
PAY-023214,ORD-020205,coin,4274,success,2025-03-08 13:33:05
PAY-023215,ORD-020206,crystal_transfer,1274,success,2025-03-08T09:40:17Z
PAY-023216,ORD-020207,crystal_transfer,7815,success,2025-03-08T17:00:10Z
PAY-023217,ORD-020208,guild_credit,3023,success,2025-03-08T11:36:14Z
PAY-023218,ORD-020209,crystal_transfer,3339,success,2025-03-08T15:04:29Z
PAY-023219,ORD-020210,coin,1220,success,2025-03-08T12:21:23Z
PAY-023220,ORD-020212,coin,11591,success,2025-03-08 15:34:35
PAY-023221,ORD-020213,coin,3198,success,2025-03-08T17:46:11Z
PAY-023222,ORD-020214,coin,4117,success,2025-03-08T14:43:10Z
PAY-023223,ORD-020215,crystal_transfer,3985,failed,2025-03-08T12:10:23Z
PAY-023224,ORD-020216,coin,204,success,2025-03-08T16:18:10Z
PAY-023225,ORD-020217,coin,815,failed,2025-03-08T12:44:08Z
PAY-023226,ORD-020217,coin,815,success,2025-03-08T13:00:08Z
PAY-023227,ORD-020218,coin,1532,success,2025-03-08T18:52:53Z
PAY-023228,ORD-020219,guild_credit,6268,success,2025-03-08T12:15:14Z
PAY-023229,ORD-020220,crystal_transfer,1896,failed,2025-03-08 13:36:39
PAY-023230,ORD-020220,crystal_transfer,1896,success,2025-03-08 13:54:39
PAY-023231,ORD-020221,coin,7974,success,2025-03-08T13:50:45Z
PAY-023232,ORD-020222,crystal_transfer,3594,success,2025-03-08T15:43:23Z
PAY-023233,ORD-020223,guild_credit,2141,success,2025-03-08T12:52:42Z
PAY-023234,ORD-020224,barter,3499,success,2025-03-08T14:50:06Z
PAY-023235,ORD-020224,guild_credit,3407,success,2025-03-08T15:08:06Z
PAY-023236,ORD-020225,coin,1888,success,2025-03-08 18:33:44
PAY-023237,ORD-020225,coin,1888,refunded,2025-03-09 08:33:44
PAY-023238,ORD-020226,coin,3638,success,2025-03-08 11:40:05
PAY-023239,ORD-020227,guild_credit,4646,success,2025-03-08T13:33:27Z
PAY-023240,ORD-020228,guild_credit,11466,failed,2025-03-08T17:13:57Z
PAY-023241,ORD-020229,coin,857,success,2025-03-08T12:43:49Z
PAY-023242,ORD-020230,coin,4813,failed,2025-03-08 11:22:11
PAY-023243,ORD-020231,barter,6057,success,2025-03-08 16:55:21
PAY-023244,ORD-020232,guild_credit,6813,success,2025-03-08T12:30:47Z
PAY-023245,ORD-020233,crystal_transfer,1348,success,2025-03-08 15:09:17
PAY-023246,ORD-020234,coin,7799,success,2025-03-08T15:30:31Z
PAY-023247,ORD-020235,guild_credit,2872,success,2025-03-08T12:32:40Z
PAY-023248,ORD-020236,coin,338,success,2025-03-08T14:00:28Z
PAY-023249,ORD-020237,coin,1726,success,2025-03-08T11:57:56Z
PAY-023250,ORD-020238,guild_credit,1340,success,2025-03-08T11:47:33Z
PAY-023251,ORD-020239,coin,2722,success,2025-03-08 15:24:38
PAY-023252,ORD-020240,coin,6081,success,2025-03-08 14:02:20
PAY-023253,ORD-020241,guild_credit,7039,success,2025-03-08 13:30:53
PAY-023254,ORD-020241,guild_credit,7039,refunded,2025-03-19T10:55:53Z
PAY-023255,ORD-020242,coin,5376,success,2025-03-08 13:37:54
PAY-023256,ORD-020243,coin,2288,success,2025-03-08T15:19:53Z
PAY-023257,ORD-020244,guild_credit,5627,success,2025-03-08T16:06:59Z
PAY-023258,ORD-020245,coin,336,success,2025-03-08 15:15:39
PAY-023259,ORD-020246,coin,1600,success,2025-03-08T10:48:23Z
PAY-023260,ORD-020247,coin,1982,success,2025-03-08 12:35:21
PAY-023261,ORD-020248,guild_credit,256,success,2025-03-08 17:11:33
PAY-023262,ORD-020249,crystal_transfer,3194,success,2025-03-08T16:02:18Z
PAY-023263,ORD-020250,crystal_transfer,466,success,2025-03-08T11:35:07Z
PAY-023264,ORD-020251,coin,3100,success,2025-03-08 14:09:47
PAY-023265,ORD-020252,coin,1509,success,2025-03-08T12:59:05Z
PAY-023266,ORD-020253,coin,6058,success,2025-03-08 11:58:26
PAY-023267,ORD-020254,guild_credit,1854,failed,2025-03-08T12:09:22Z
PAY-023268,ORD-020254,guild_credit,1854,success,2025-03-08T12:24:22Z
PAY-023269,ORD-020255,guild_credit,7446,success,2025-03-08T14:59:02Z
PAY-023270,ORD-020256,coin,2612,success,2025-03-08T10:48:34Z
PAY-023271,ORD-020257,coin,2066,success,2025-03-08T16:32:58Z
PAY-023272,ORD-020258,coin,3326,success,2025-03-08 15:25:16
PAY-023273,ORD-020259,guild_credit,5448,success,2025-03-08T11:03:26Z
PAY-023274,ORD-020260,crystal_transfer,10673,success,2025-03-08 13:07:46
PAY-023275,ORD-020261,crystal_transfer,318,success,2025-03-08 11:43:08
PAY-023276,ORD-020262,coin,1538,success,2025-03-08T14:24:01Z
PAY-023277,ORD-020263,coin,8651,success,2025-03-08 13:30:29
PAY-023278,ORD-020264,crystal_transfer,2525,success,2025-03-08T15:56:29Z
PAY-023279,ORD-020265,coin,3656,success,2025-03-08T12:21:35Z
PAY-023280,ORD-020266,guild_credit,821,success,2025-03-08 15:06:36
PAY-023281,ORD-020267,coin,5062,success,2025-03-08 14:25:57
