order_item_id,order_id,potion_sku,quantity,unit_price_copper
ITM-067385,ORD-020026,POT-0009,1,570
ITM-067386,ORD-020027,POT-0035,4,1132
ITM-067387,ORD-020027,POT-0064,1,729
ITM-067388,ORD-020027,POT-0019,3,1235
ITM-067389,ORD-020028,POT-0022,1,273
ITM-067390,ORD-020029,POT-0033,3,549
ITM-067391,ORD-020029,POT-0001,4,107
ITM-067392,ORD-020029,POT-0003,2,493
ITM-067393,ORD-020029,POT-0036,2,868
ITM-067394,ORD-020029,POT-0064,5,697
ITM-067395,ORD-020029,POT-0082,1,318
ITM-067396,ORD-020029,POT-0011,1,1520
ITM-067397,ORD-020030,POT-0033,1,562
ITM-067398,ORD-020030,POT-0101,1,660
ITM-067399,ORD-020030,POT-0051,1,1070
ITM-067400,ORD-020030,POT-0001,1,107
ITM-067401,ORD-020030,POT-0027,1,557
ITM-067402,ORD-020030,POT-0058,2,319
ITM-067403,ORD-020030,POT-0047,2,1546
ITM-067404,ORD-020031,POT-0073,1,1286
ITM-067405,ORD-020031,POT-0036,1,887
ITM-067406,ORD-020032,POT-0110,1,1472
ITM-067407,ORD-020032,POT-0080,1,583
ITM-067408,ORD-020032,POT-0079,2,1086
ITM-067409,ORD-020032,POT-0020,1,1379
ITM-067410,ORD-020032,POT-0069,1,127
ITM-067411,ORD-020032,POT-0100,3,547
ITM-067412,ORD-020033,POT-0002,3,920
ITM-067413,ORD-020033,POT-0066,1,283
ITM-067414,ORD-020034,POT-0012,1,224
ITM-067415,ORD-020034,POT-0065,1,1060
ITM-067416,ORD-020034,POT-0114,1,521
ITM-067417,ORD-020035,POT-0023,3,713
ITM-067418,ORD-020035,POT-0014,1,534
ITM-067419,ORD-020035,POT-0042,1,1453
ITM-067420,ORD-020036,POT-0079,3,1058
ITM-067421,ORD-020036,POT-0048,1,465
ITM-067422,ORD-020036,POT-0014,1,509
ITM-067423,ORD-020037,POT-0025,1,772
ITM-067424,ORD-020037,POT-0036,1,820
ITM-067425,ORD-020037,POT-0022,1,272
ITM-067426,ORD-020037,POT-0092,2,1068
ITM-067427,ORD-020037,POT-0101,1,672
ITM-067428,ORD-020038,POT-0022,2,274
ITM-067429,ORD-020038,POT-0012,1,234
ITM-067430,ORD-020038,POT-0005,2,958
ITM-067431,ORD-020039,POT-0035,4,1149
ITM-067432,ORD-020040,POT-0019,1,1148
ITM-067433,ORD-020040,POT-0047,2,1590
ITM-067434,ORD-020040,POT-0022,1,287
ITM-067435,ORD-020040,POT-0102,2,1347
ITM-067436,ORD-020040,POT-0069,1,130
ITM-067437,ORD-020041,POT-0023,1,690
ITM-067438,ORD-020042,POT-0117,1,336
ITM-067439,ORD-020042,POT-0042,1,1542
ITM-067440,ORD-020042,POT-0067,2,181
ITM-067441,ORD-020042,POT-0022,3,287
ITM-067442,ORD-020043,POT-0057,1,1582
ITM-067443,ORD-020043,POT-0036,1,865
ITM-067444,ORD-020043,POT-0002,1,939
ITM-067445,ORD-020043,POT-0063,1,1493
ITM-067446,ORD-020043,POT-0004,1,1460
ITM-067447,ORD-020044,POT-0005,1,1003
ITM-067448,ORD-020044,POT-0020,1,1443
ITM-067449,ORD-020044,POT-0063,4,1489
ITM-067450,ORD-020045,POT-0044,2,714
ITM-067451,ORD-020046,POT-0102,4,1279
ITM-067452,ORD-020046,POT-0009,2,561
ITM-067453,ORD-020047,POT-0066,1,295
ITM-067454,ORD-020047,POT-0079,1,1089
ITM-067455,ORD-020047,POT-0091,1,273
ITM-067456,ORD-020047,POT-0047,3,1557
ITM-067457,ORD-020048,POT-0042,1,1455
ITM-067458,ORD-020048,POT-0101,1,670
ITM-067459,ORD-020048,POT-0078,1,716
ITM-067460,ORD-020048,POT-0113,2,1059
ITM-067461,ORD-020048,POT-0002,1,984
ITM-067462,ORD-020048,POT-0067,1,183
ITM-067463,ORD-020048,POT-0061,1,279
ITM-067464,ORD-020049,POT-0024,2,1464
ITM-067465,ORD-020049,POT-0036,1,861
ITM-067466,ORD-020050,POT-0014,3,492
ITM-067467,ORD-020050,POT-0090,3,128
ITM-067468,ORD-020051,POT-0009,1,569
ITM-067469,ORD-020052,POT-0081,1,922
ITM-067470,ORD-020052,POT-0011,1,1494
ITM-067471,ORD-020052,POT-0090,2,126
ITM-067472,ORD-020052,POT-0023,1,709
ITM-067473,ORD-020052,POT-0005,2,959
ITM-067474,ORD-020053,POT-0002,1,997
ITM-067475,ORD-020053,POT-0052,1,100
ITM-067476,ORD-020053,POT-0001,1,99
ITM-067477,ORD-020053,POT-0081,1,935
ITM-067478,ORD-020053,POT-0003,1,479
ITM-067479,ORD-020054,POT-0036,1,853
ITM-067480,ORD-020054,POT-0094,1,1134
ITM-067481,ORD-020054,POT-0108,2,1408
ITM-067482,ORD-020054,POT-0017,1,1372
ITM-067483,ORD-020055,POT-0040,4,783
ITM-067484,ORD-020056,POT-0084,1,775
ITM-067485,ORD-020056,POT-0027,1,551
ITM-067486,ORD-020056,POT-0005,1,1029
ITM-067487,ORD-020056,POT-0102,1,1244
ITM-067488,ORD-020056,POT-0109,3,722
ITM-067489,ORD-020056,POT-0017,1,1348
ITM-067490,ORD-020056,POT-0014,1,522
ITM-067491,ORD-020057,POT-0066,2,272
ITM-067492,ORD-020057,POT-0051,1,1055
ITM-067493,ORD-020057,POT-0012,1,240
ITM-067494,ORD-020057,POT-0020,4,1382
ITM-067495,ORD-020057,POT-0023,1,701
ITM-067496,ORD-020058,POT-0017,1,1354
ITM-067497,ORD-020058,POT-0012,4,227
ITM-067498,ORD-020059,POT-0040,1,849
ITM-067499,ORD-020059,POT-0073,1,1285
ITM-067500,ORD-020059,POT-0066,1,294
ITM-067501,ORD-020059,POT-0072,2,636
ITM-067502,ORD-020059,POT-0022,1,288
ITM-067503,ORD-020060,POT-0014,1,533
ITM-067504,ORD-020060,POT-0052,1,103
ITM-067505,ORD-020060,POT-0062,2,132
ITM-067506,ORD-020061,POT-0020,1,1434
ITM-067507,ORD-020061,POT-0044,4,721
ITM-067508,ORD-020061,POT-0003,3,464
ITM-067509,ORD-020061,POT-0002,2,995
ITM-067510,ORD-020061,POT-0025,2,751
ITM-067511,ORD-020062,POT-0075,1,885
ITM-067512,ORD-020062,POT-0079,1,1075
ITM-067513,ORD-020062,POT-0020,1,1407
ITM-067514,ORD-020062,POT-0002,3,967
ITM-067515,ORD-020062,POT-0022,1,289
ITM-067516,ORD-020062,POT-0012,1,231
ITM-067517,ORD-020063,POT-0093,1,990
ITM-067518,ORD-020063,POT-0005,1,1049
ITM-067519,ORD-020063,POT-0020,1,1433
ITM-067520,ORD-020063,POT-0004,2,1537
ITM-067521,ORD-020063,POT-0041,2,1360
ITM-067522,ORD-020063,POT-0014,1,524
ITM-067523,ORD-020064,POT-0003,1,470
ITM-067524,ORD-020064,POT-0109,2,780
ITM-067525,ORD-020065,POT-0021,1,927
ITM-067526,ORD-020065,POT-0090,2,126
ITM-067527,ORD-020066,POT-0066,1,283
ITM-067528,ORD-020066,POT-0033,1,583
ITM-067529,ORD-020066,POT-0012,4,224
ITM-067530,ORD-020067,POT-0009,2,545
ITM-067531,ORD-020067,POT-0113,1,1089
ITM-067532,ORD-020067,POT-0018,1,1035
ITM-067533,ORD-020067,POT-0027,2,517
ITM-067534,ORD-020068,POT-0078,1,670
ITM-067535,ORD-020069,POT-0017,1,1263
ITM-067536,ORD-020069,POT-0065,1,1151
ITM-067537,ORD-020069,POT-0068,2,756
ITM-067538,ORD-020069,POT-0040,1,856
ITM-067539,ORD-020070,POT-0017,2,1368
ITM-067540,ORD-020070,POT-0051,1,1036
ITM-067541,ORD-020071,POT-0073,1,1343
ITM-067542,ORD-020071,POT-0001,1,107
ITM-067543,ORD-020071,POT-0088,1,1617
ITM-067544,ORD-020071,POT-0075,1,855
ITM-067545,ORD-020071,POT-0002,1,951
ITM-067546,ORD-020071,POT-0036,1,874
ITM-067547,ORD-020071,POT-0038,1,545
ITM-067548,ORD-020071,POT-0012,2,238
ITM-067549,ORD-020072,POT-0011,2,1565
ITM-067550,ORD-020072,POT-0063,1,1495
ITM-067551,ORD-020072,POT-0064,1,694
ITM-067552,ORD-020072,POT-0117,1,317
ITM-067553,ORD-020073,POT-0019,4,1208
ITM-067554,ORD-020074,POT-0068,1,828
ITM-067555,ORD-020074,POT-0017,1,1342
ITM-067556,ORD-020074,POT-0019,1,1186
ITM-067557,ORD-020074,POT-0069,1,127
ITM-067558,ORD-020075,POT-0001,1,97
ITM-067559,ORD-020075,POT-0108,4,1428
ITM-067560,ORD-020075,POT-0090,2,124
ITM-067561,ORD-020075,POT-0014,4,506
ITM-067562,ORD-020075,POT-0044,1,671
ITM-067563,ORD-020076,POT-0041,1,1384
ITM-067564,ORD-020077,POT-0084,1,741
ITM-067565,ORD-020077,POT-0049,2,1449
ITM-067566,ORD-020077,POT-0058,1,331
ITM-067567,ORD-020077,POT-0035,2,1141
ITM-067568,ORD-020078,POT-0002,1,991
ITM-067569,ORD-020078,POT-0038,1,555
ITM-067570,ORD-020078,POT-0075,3,857
ITM-067571,ORD-020078,POT-0049,1,1452
ITM-067572,ORD-020079,POT-0019,2,1245
ITM-067573,ORD-020079,POT-0101,1,672
ITM-067574,ORD-020079,POT-0109,1,756
ITM-067575,ORD-020079,POT-0004,2,1481
ITM-067576,ORD-020080,POT-0102,2,1294
ITM-067577,ORD-020080,POT-0080,1,600
ITM-067578,ORD-020080,POT-0024,1,1539
ITM-067579,ORD-020081,POT-0089,1,1241
ITM-067580,ORD-020081,POT-0024,1,1556
ITM-067581,ORD-020081,POT-0042,2,1559
ITM-067582,ORD-020082,POT-0002,1,925
ITM-067583,ORD-020082,POT-0034,3,718
ITM-067584,ORD-020082,POT-0114,4,521
ITM-067585,ORD-020083,POT-0005,1,956
ITM-067586,ORD-020083,POT-0001,1,101
ITM-067587,ORD-020083,POT-0109,1,722
ITM-067588,ORD-020083,POT-0079,1,1056
ITM-067589,ORD-020083,POT-0090,1,131
ITM-067590,ORD-020084,POT-0022,1,280
ITM-067591,ORD-020084,POT-0117,3,332
ITM-067592,ORD-020085,POT-0003,3,511
ITM-067593,ORD-020085,POT-0018,1,1041
ITM-067594,ORD-020085,POT-0040,2,807
ITM-067595,ORD-020085,POT-0002,5,976
ITM-067596,ORD-020086,POT-0040,4,826
ITM-067597,ORD-020086,POT-0075,1,826
ITM-067598,ORD-020087,POT-0041,2,1446
ITM-067599,ORD-020087,POT-0065,1,1116
ITM-067600,ORD-020088,POT-0063,2,1551
ITM-067601,ORD-020088,POT-0069,3,126
ITM-067602,ORD-020088,POT-0089,3,1233
ITM-067603,ORD-020088,POT-0036,1,884
ITM-067604,ORD-020088,POT-0066,1,293
ITM-067605,ORD-020088,POT-0041,2,1360
ITM-067606,ORD-020089,POT-0005,3,978
ITM-067607,ORD-020090,POT-0078,1,725
ITM-067608,ORD-020090,POT-0001,2,100
ITM-067609,ORD-020091,POT-0009,1,570
ITM-067610,ORD-020092,POT-0004,1,1505
ITM-067611,ORD-020092,POT-0101,2,645
ITM-067612,ORD-020092,POT-0041,2,1326
ITM-067613,ORD-020092,POT-0018,1,1061
ITM-067614,ORD-020093,POT-0038,1,545
ITM-067615,ORD-020094,POT-0001,1,100
ITM-067616,ORD-020094,POT-0009,1,571
ITM-067617,ORD-020095,POT-0005,2,963
ITM-067618,ORD-020095,POT-0048,1,499
ITM-067619,ORD-020095,POT-0027,1,547
ITM-067620,ORD-020095,POT-0001,2,103
ITM-067621,ORD-020095,POT-0116,1,1249
ITM-067622,ORD-020095,POT-0103,1,1185
ITM-067623,ORD-020096,POT-0024,1,1472
ITM-067624,ORD-020097,POT-0046,1,864
ITM-067625,ORD-020097,POT-0042,2,1543
ITM-067626,ORD-020098,POT-0020,1,1486
ITM-067627,ORD-020099,POT-0094,4,1120
ITM-067628,ORD-020099,POT-0085,1,1382
ITM-067629,ORD-020099,POT-0005,2,1014
ITM-067630,ORD-020099,POT-0108,1,1438
ITM-067631,ORD-020099,POT-0002,2,990
ITM-067632,ORD-020100,POT-0004,2,1482
ITM-067633,ORD-020100,POT-0051,3,1075
ITM-067634,ORD-020100,POT-0042,2,1537
ITM-067635,ORD-020100,POT-0061,1,268
ITM-067636,ORD-020100,POT-0020,1,1508
ITM-067637,ORD-020101,POT-0009,1,574
ITM-067638,ORD-020102,POT-0047,1,1543
ITM-067639,ORD-020103,POT-0012,1,239
ITM-067640,ORD-020103,POT-0001,2,105
ITM-067641,ORD-020103,POT-0040,1,860
ITM-067642,ORD-020104,POT-0085,1,1337
ITM-067643,ORD-020104,POT-0066,1,278
ITM-067644,ORD-020104,POT-0042,4,1510
ITM-067645,ORD-020104,POT-0044,3,719
ITM-067646,ORD-020104,POT-0069,4,126
ITM-067647,ORD-020105,POT-0011,1,1463
ITM-067648,ORD-020105,POT-0041,1,1420
ITM-067649,ORD-020105,POT-0045,1,1176
ITM-067650,ORD-020106,POT-0049,5,1466
ITM-067651,ORD-020106,POT-0012,1,236
ITM-067652,ORD-020107,POT-0113,3,1059
ITM-067653,ORD-020107,POT-0038,1,569
ITM-067654,ORD-020108,POT-0090,1,129
ITM-067655,ORD-020108,POT-0109,1,733
ITM-067656,ORD-020108,POT-0025,1,769
ITM-067657,ORD-020108,POT-0027,1,540
ITM-067658,ORD-020108,POT-0044,1,683
ITM-067659,ORD-020108,POT-0081,1,922
ITM-067660,ORD-020108,POT-0100,4,541
ITM-067661,ORD-020108,POT-0069,1,133
ITM-067662,ORD-020109,POT-0003,1,507
ITM-067663,ORD-020109,POT-0012,1,233
ITM-067664,ORD-020109,POT-0070,3,368
ITM-067665,ORD-020110,POT-0025,4,763
ITM-067666,ORD-020111,POT-0012,1,238
ITM-067667,ORD-020111,POT-0068,1,775
ITM-067668,ORD-020111,POT-0093,4,947
ITM-067669,ORD-020111,POT-0014,3,490
ITM-067670,ORD-020112,POT-0068,1,791
ITM-067671,ORD-020113,POT-0003,1,506
ITM-067672,ORD-020113,POT-0033,1,578
ITM-067673,ORD-020113,POT-0047,2,1555
ITM-067674,ORD-020114,POT-0017,1,1331
ITM-067675,ORD-020114,POT-0005,2,983
ITM-067676,ORD-020115,POT-0022,1,273
ITM-067677,ORD-020115,POT-0044,1,703
ITM-067678,ORD-020116,POT-0021,4,854
ITM-067679,ORD-020116,POT-0005,1,976
ITM-067680,ORD-020117,POT-0117,2,321
ITM-067681,ORD-020117,POT-0068,2,821
ITM-067682,ORD-020117,POT-0012,1,233
ITM-067683,ORD-020117,POT-0040,2,852
ITM-067684,ORD-020118,POT-0079,2,1063
ITM-067685,ORD-020118,POT-0100,1,565
ITM-067686,ORD-020118,POT-0053,2,850
ITM-067687,ORD-020119,POT-0001,1,97
ITM-067688,ORD-020119,POT-0040,1,827
ITM-067689,ORD-020119,POT-0036,1,830
ITM-067690,ORD-020120,POT-0022,1,293
ITM-067691,ORD-020120,POT-0019,3,1196
ITM-067692,ORD-020120,POT-0012,1,223
ITM-067693,ORD-020120,POT-0035,1,1098
ITM-067694,ORD-020120,POT-0080,1,570
ITM-067695,ORD-020120,POT-0021,2,937
ITM-067696,ORD-020120,POT-0027,1,553
ITM-067697,ORD-020120,POT-0020,1,1386
ITM-067698,ORD-020121,POT-0085,1,1421
ITM-067699,ORD-020121,POT-0026,2,887
ITM-067700,ORD-020122,POT-0001,1,103
ITM-067701,ORD-020122,POT-0009,1,572
ITM-067702,ORD-020122,POT-0035,1,1059
ITM-067703,ORD-020122,POT-0072,1,685
ITM-067704,ORD-020123,POT-0078,3,694
ITM-067705,ORD-020123,POT-0026,2,896
ITM-067706,ORD-020123,POT-0002,1,932
ITM-067707,ORD-020124,POT-0036,1,822
ITM-067708,ORD-020124,POT-0082,4,325
ITM-067709,ORD-020125,POT-0001,1,100
ITM-067710,ORD-020126,POT-0069,3,130
ITM-067711,ORD-020127,POT-0011,1,1552
ITM-067712,ORD-020128,POT-0049,1,1474
ITM-067713,ORD-020128,POT-0033,1,578
ITM-067714,ORD-020129,POT-0050,1,1337
ITM-067715,ORD-020129,POT-0005,2,1033
ITM-067716,ORD-020130,POT-0045,1,1141
ITM-067717,ORD-020130,POT-0002,1,966
ITM-067718,ORD-020131,POT-0023,1,666
ITM-067719,ORD-020131,POT-0027,2,539
ITM-067720,ORD-020131,POT-0024,2,1562
ITM-067721,ORD-020131,POT-0103,1,1191
ITM-067722,ORD-020132,POT-0042,1,1571
ITM-067723,ORD-020132,POT-0009,1,585
ITM-067724,ORD-020132,POT-0072,1,644
ITM-067725,ORD-020132,POT-0085,1,1377
ITM-067726,ORD-020133,POT-0040,3,831
ITM-067727,ORD-020133,POT-0045,1,1100
ITM-067728,ORD-020133,POT-0043,1,709
ITM-067729,ORD-020133,POT-0025,1,788
ITM-067730,ORD-020133,POT-0083,1,1421
ITM-067731,ORD-020134,POT-0001,1,102
ITM-067732,ORD-020134,POT-0069,1,124
ITM-067733,ORD-020134,POT-0021,1,916
ITM-067734,ORD-020135,POT-0012,1,220
ITM-067735,ORD-020135,POT-0004,2,1476
ITM-067736,ORD-020135,POT-0078,3,701
ITM-067737,ORD-020135,POT-0044,1,663
ITM-067738,ORD-020136,POT-0035,1,1076
ITM-067739,ORD-020136,POT-0019,1,1267
ITM-067740,ORD-020136,POT-0024,1,1538
ITM-067741,ORD-020136,POT-0009,1,546
ITM-067742,ORD-020137,POT-0048,3,491
ITM-067743,ORD-020137,POT-0049,1,1525
ITM-067744,ORD-020137,POT-0029,1,1291
ITM-067745,ORD-020138,POT-0082,1,329
ITM-067746,ORD-020138,POT-0019,1,1250
ITM-067747,ORD-020138,POT-0009,1,563
ITM-067748,ORD-020138,POT-0011,1,1553
ITM-067749,ORD-020139,POT-0004,1,1480
ITM-067750,ORD-020139,POT-0041,1,1429
ITM-067751,ORD-020139,POT-0040,3,802
ITM-067752,ORD-020139,POT-0001,2,107
ITM-067753,ORD-020139,POT-0038,1,564
ITM-067754,ORD-020139,POT-0026,2,873
ITM-067755,ORD-020140,POT-0005,2,954
ITM-067756,ORD-020140,POT-0040,2,809
ITM-067757,ORD-020140,POT-0038,2,573
ITM-067758,ORD-020141,POT-0014,1,507
ITM-067759,ORD-020141,POT-0042,3,1452
ITM-067760,ORD-020141,POT-0053,2,851
ITM-067761,ORD-020142,POT-0042,1,1521
ITM-067762,ORD-020142,POT-0040,2,830
ITM-067763,ORD-020142,POT-0043,3,724
ITM-067764,ORD-020143,POT-0041,1,1436
ITM-067765,ORD-020143,POT-0085,2,1372
ITM-067766,ORD-020143,POT-0043,4,709
ITM-067767,ORD-020144,POT-0061,1,270
ITM-067768,ORD-020144,POT-0078,1,706
ITM-067769,ORD-020145,POT-0014,2,525
ITM-067770,ORD-020145,POT-0036,1,841
ITM-067771,ORD-020145,POT-0022,2,278
ITM-067772,ORD-020145,POT-0029,1,1266
ITM-067773,ORD-020145,POT-0023,1,704
ITM-067774,ORD-020146,POT-0033,1,582
ITM-067775,ORD-020146,POT-0040,1,847
ITM-067776,ORD-020146,POT-0001,2,100
ITM-067777,ORD-020146,POT-0020,4,1419
ITM-067778,ORD-020146,POT-0027,2,527
ITM-067779,ORD-020147,POT-0048,1,503
ITM-067780,ORD-020147,POT-0034,1,694
ITM-067781,ORD-020147,POT-0065,1,1138
ITM-067782,ORD-020147,POT-0036,1,811
ITM-067783,ORD-020148,POT-0038,1,573
ITM-067784,ORD-020148,POT-0085,1,1372
ITM-067785,ORD-020148,POT-0002,2,929
ITM-067786,ORD-020148,POT-0003,1,489
ITM-067787,ORD-020148,POT-0052,1,106
ITM-067788,ORD-020148,POT-0108,1,1324
ITM-067789,ORD-020149,POT-0017,2,1282
ITM-067790,ORD-020149,POT-0103,1,1163
ITM-067791,ORD-020149,POT-0027,1,526
ITM-067792,ORD-020149,POT-0064,1,737
ITM-067793,ORD-020149,POT-0012,2,235
ITM-067794,ORD-020150,POT-0058,1,329
ITM-067795,ORD-020150,POT-0027,1,560
ITM-067796,ORD-020150,POT-0046,2,870
ITM-067797,ORD-020150,POT-0057,1,1483
ITM-067798,ORD-020151,POT-0001,1,106
ITM-067799,ORD-020151,POT-0009,1,553
ITM-067800,ORD-020151,POT-0089,2,1299
ITM-067801,ORD-020151,POT-0101,2,690
ITM-067802,ORD-020152,POT-0044,1,688
ITM-067803,ORD-020152,POT-0042,1,1491
ITM-067804,ORD-020153,POT-0064,2,723
ITM-067805,ORD-020153,POT-0049,2,1449
ITM-067806,ORD-020153,POT-0033,1,558
ITM-067807,ORD-020153,POT-0002,1,903
ITM-067808,ORD-020153,POT-0005,2,969
ITM-067809,ORD-020154,POT-0012,1,239
ITM-067810,ORD-020154,POT-0049,3,1436
ITM-067811,ORD-020154,POT-0042,1,1492
ITM-067812,ORD-020154,POT-0102,1,1355
ITM-067813,ORD-020155,POT-0061,1,279
ITM-067814,ORD-020156,POT-0105,1,905
ITM-067815,ORD-020156,POT-0043,1,697
ITM-067816,ORD-020156,POT-0117,1,318
ITM-067817,ORD-020156,POT-0001,5,106
ITM-067818,ORD-020156,POT-0014,1,528
ITM-067819,ORD-020157,POT-0105,1,911
ITM-067820,ORD-020157,POT-0061,1,279
ITM-067821,ORD-020158,POT-0094,3,1122
ITM-067822,ORD-020159,POT-0088,2,1602
ITM-067823,ORD-020159,POT-0023,1,689
ITM-067824,ORD-020159,POT-0083,2,1386
ITM-067825,ORD-020159,POT-0053,1,855
ITM-067826,ORD-020160,POT-0038,2,585
ITM-067827,ORD-020160,POT-0117,1,343
ITM-067828,ORD-020160,POT-0034,2,692
ITM-067829,ORD-020160,POT-0004,1,1514
ITM-067830,ORD-020161,POT-0034,3,659
ITM-067831,ORD-020161,POT-0045,1,1099
ITM-067832,ORD-020162,POT-0027,1,565
ITM-067833,ORD-020162,POT-0012,1,228
ITM-067834,ORD-020163,POT-0004,1,1458
ITM-067835,ORD-020163,POT-0011,1,1534
ITM-067836,ORD-020163,POT-0019,2,1246
ITM-067837,ORD-020164,POT-0027,1,542
ITM-067838,ORD-020164,POT-0104,1,212
ITM-067839,ORD-020164,POT-0048,3,488
ITM-067840,ORD-020164,POT-0082,1,337
ITM-067841,ORD-020165,POT-0073,2,1387
ITM-067842,ORD-020165,POT-0047,1,1611
ITM-067843,ORD-020165,POT-0049,1,1541
ITM-067844,ORD-020166,POT-0009,1,552
ITM-067845,ORD-020166,POT-0005,1,995
ITM-067846,ORD-020167,POT-0066,2,287
ITM-067847,ORD-020167,POT-0058,1,335
ITM-067848,ORD-020167,POT-0078,1,723
ITM-067849,ORD-020167,POT-0115,1,611
ITM-067850,ORD-020167,POT-0002,1,952
ITM-067851,ORD-020168,POT-0002,1,904
ITM-067852,ORD-020168,POT-0093,1,916
ITM-067853,ORD-020169,POT-0001,1,99
ITM-067854,ORD-020169,POT-0043,4,673
ITM-067855,ORD-020169,POT-0019,2,1172
ITM-067856,ORD-020169,POT-0113,1,1151
ITM-067857,ORD-020170,POT-0079,2,1033
ITM-067858,ORD-020170,POT-0053,1,811
ITM-067859,ORD-020171,POT-0064,5,706
ITM-067860,ORD-020171,POT-0105,1,920
ITM-067861,ORD-020171,POT-0012,4,224
ITM-067862,ORD-020172,POT-0104,1,213
ITM-067863,ORD-020172,POT-0053,1,787
ITM-067864,ORD-020172,POT-0114,1,488
ITM-067865,ORD-020172,POT-0040,1,837
ITM-067866,ORD-020172,POT-0044,1,712
ITM-067867,ORD-020173,POT-0104,4,202
ITM-067868,ORD-020173,POT-0113,3,1122
ITM-067869,ORD-020173,POT-0001,1,102
ITM-067870,ORD-020174,POT-0001,1,100
ITM-067871,ORD-020174,POT-0113,2,1114
ITM-067872,ORD-020174,POT-0052,2,99
ITM-067873,ORD-020174,POT-0090,2,126
ITM-067874,ORD-020174,POT-0017,1,1252
ITM-067875,ORD-020175,POT-0036,3,824
ITM-067876,ORD-020175,POT-0005,1,1045
ITM-067877,ORD-020176,POT-0094,3,1176
ITM-067878,ORD-020176,POT-0001,1,100
ITM-067879,ORD-020176,POT-0036,1,833
ITM-067880,ORD-020177,POT-0003,1,500
ITM-067881,ORD-020177,POT-0018,2,1103
ITM-067882,ORD-020177,POT-0014,1,496
ITM-067883,ORD-020177,POT-0021,1,919
ITM-067884,ORD-020177,POT-0005,1,974
ITM-067885,ORD-020178,POT-0024,4,1524
ITM-067886,ORD-020178,POT-0005,1,962
ITM-067887,ORD-020178,POT-0022,2,274
ITM-067888,ORD-020178,POT-0063,1,1544
ITM-067889,ORD-020178,POT-0040,1,813
ITM-067890,ORD-020178,POT-0001,1,100
ITM-067891,ORD-020179,POT-0036,3,881
ITM-067892,ORD-020179,POT-0003,1,474
ITM-067893,ORD-020179,POT-0002,1,911
ITM-067894,ORD-020179,POT-0073,1,1308
ITM-067895,ORD-020179,POT-0005,1,1049
ITM-067896,ORD-020180,POT-0026,2,887
ITM-067897,ORD-020181,POT-0024,1,1476
ITM-067898,ORD-020181,POT-0093,1,944
ITM-067899,ORD-020181,POT-0040,4,781
ITM-067900,ORD-020181,POT-0023,1,701
ITM-067901,ORD-020181,POT-0038,1,558
ITM-067902,ORD-020182,POT-0019,1,1257
ITM-067903,ORD-020182,POT-0090,1,129
ITM-067904,ORD-020183,POT-0011,1,1514
ITM-067905,ORD-020183,POT-0002,1,911
ITM-067906,ORD-020183,POT-0092,2,1033
ITM-067907,ORD-020183,POT-0004,1,1542
ITM-067908,ORD-020183,POT-0052,1,102
ITM-067909,ORD-020183,POT-0005,1,1026
ITM-067910,ORD-020183,POT-0088,1,1616
ITM-067911,ORD-020184,POT-0005,1,1035
ITM-067912,ORD-020184,POT-0110,1,1538
ITM-067913,ORD-020184,POT-0051,1,1071
ITM-067914,ORD-020184,POT-0045,3,1124
ITM-067915,ORD-020184,POT-0038,1,559
ITM-067916,ORD-020185,POT-0061,5,274
ITM-067917,ORD-020185,POT-0003,1,501
ITM-067918,ORD-020185,POT-0103,1,1127
ITM-067919,ORD-020185,POT-0093,1,945
ITM-067920,ORD-020185,POT-0082,1,318
ITM-067921,ORD-020185,POT-0101,1,635
ITM-067922,ORD-020186,POT-0005,1,985
ITM-067923,ORD-020186,POT-0017,4,1328
ITM-067924,ORD-020186,POT-0004,4,1534
ITM-067925,ORD-020186,POT-0044,1,678
ITM-067926,ORD-020186,POT-0024,4,1517
ITM-067927,ORD-020187,POT-0005,1,1039
ITM-067928,ORD-020187,POT-0001,2,104
ITM-067929,ORD-020188,POT-0053,1,854
ITM-067930,ORD-020188,POT-0100,1,589
ITM-067931,ORD-020188,POT-0078,3,716
ITM-067932,ORD-020188,POT-0018,1,1101
ITM-067933,ORD-020188,POT-0012,2,221
ITM-067934,ORD-020189,POT-0005,1,1047
ITM-067935,ORD-020189,POT-0018,1,1126
ITM-067936,ORD-020190,POT-0100,1,560
ITM-067937,ORD-020190,POT-0001,1,107
ITM-067938,ORD-020190,POT-0093,2,978
ITM-067939,ORD-020191,POT-0022,1,276
ITM-067940,ORD-020191,POT-0068,5,787
ITM-067941,ORD-020191,POT-0020,1,1402
ITM-067942,ORD-020191,POT-0057,1,1597
ITM-067943,ORD-020191,POT-0061,1,280
ITM-067944,ORD-020191,POT-0009,4,592
ITM-067945,ORD-020192,POT-0005,1,976
ITM-067946,ORD-020192,POT-0119,2,496
ITM-067947,ORD-020193,POT-0042,2,1552
ITM-067948,ORD-020193,POT-0005,1,1011
ITM-067949,ORD-020193,POT-0044,1,708
ITM-067950,ORD-020193,POT-0002,1,914
ITM-067951,ORD-020193,POT-0102,1,1350
ITM-067952,ORD-020193,POT-0084,1,806
ITM-067953,ORD-020193,POT-0033,1,560
ITM-067954,ORD-020193,POT-0114,1,513
ITM-067955,ORD-020194,POT-0005,1,1037
ITM-067956,ORD-020194,POT-0082,1,317
ITM-067957,ORD-020194,POT-0034,1,713
